aws_region_name,aws_sub_region_name,aws_municipality_name,aws_neighborhood_name,display_name,search_method
"JABODETABEK","Jawa Barat","Bekasi Kabupaten","Tambun Selatan","Jl. Raya Jatimulya, Jatimulya, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510, Perum. Jatimulya Bekasi, Jatimulya, Bekasi, Kab Bekasi, Jawa Barat, Jawa, 17510, Indonesia",""
"","Jawa Tengah","Temanggung","","Temanggung, Jawa Tengah, Jawa, 56216, Indonesia",""
"","Jawa Barat","Bandung Kota","Cidadap","Cidadap, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"JABODETABEK","Banten","Tangerang Selatan","Ciputat Timur","Ciputat Timur, Tangerang Selatan, Banten, Jawa, Indonesia",""
"","Jawa Timur","Malang Kabupaten","Wagir","Wagir, Kabupaten Malang, Jawa Timur, Jawa, 65158, Indonesia",""
"","Jawa Tengah","Boyolali","Ngemplak","Ngemplak, Desa Sawahan, Kecamatan Ngemplak, Boyolali, Jawa Tengah, Jawa, 57171, Indonesia",""
"","Kepulauan Bangka Belitung","Belitung","Badau","Badau, Belitung, Kepulauan Bangka Belitung, Sumatera, Indonesia",""
"","Banten","Tangerang Kota","Batuceper","Batuceper, Tangerang, Banten, Jawa, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Citeureup","Citeureup, Kab Bogor, Jawa Barat, Jawa, 16810, Indonesia",""
"","Jawa Timur","Banyuwangi","","Banyuwangi, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Pemalang","Petarukan","Petarukan, Jalan Tamtama, Petarukan, Pemalang, Jawa Tengah, Jawa, 52361, Indonesia",""
"","Nusa Tenggara Barat","Lombok Timur","Sambelia","Sambelia, Lombok Timur, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",""
"","Jawa Tengah","Tegal","Adiwerna","Adiwerna, Tegal, Jawa Tengah, Jawa, 52194, Indonesia",""
"","Jawa Timur","Kediri Kabupaten","Pagu","Pagu, Kabupaten Kediri, Jawa Timur, Jawa, 64183, Indonesia",""
"","Kalimantan Barat","Kapuas Hulu","Putussibau Selatan","Putussibau Selatan, Kapuas Hulu, Kalimantan Barat, Indonesia",""
"","Papua","Waropen","","Waropen, Papua, Western New Guinea, Indonesia",""
"","Lampung","Metro","Metro Timur","UPT KB-PP Metro Pusat, Kelelawar I, Hadimulyo Timur, Metro, Lampung, Sumatera, 34113, Indonesia",""
"","Sumatera Barat","Padang","","Padang, Sumatera Barat, Sumatera, Indonesia",""
"","Sumatera Utara","Labuhanbatu Utara","Marbau","Marbau, Labuhanbatu Utara, Sumatera Utara, Sumatera, Indonesia",""
"","Jawa Barat","Garut","Pakenjeng","Pakenjeng, Garut, Jawa Barat, Jawa, Indonesia",""
"","Sulawesi Tenggara","Kendari","Kendari","idham, 20, Anawai, Kendari, Sulawesi Tenggara, Sulawesi, 93117, Indonesia",""
"","Kalimantan Tengah","Katingan","Katingan Hilir","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Katingan+Hilir%2C+Katingan%2C+Kalimantan+Tengah","not_found"
"","Jawa Barat","Sumedang","Surian","Surian, Sumedang, Jawa Barat, Jawa, Indonesia",""
"","Sumatera Utara","Tapanuli Tengah","","Tapanuli Tengah, Sumatera Utara, Sumatera, Indonesia",""
"","Sumatera Utara","Serdang Bedagai","Pegajahan","Pegajahan, Serdang Bedagai, Sumatera Utara, Sumatera, Indonesia",""
"","Kalimantan Barat","Pontianak","","Pontianak, Kalimantan Barat, Indonesia",""
"","Daerah Istimewa Yogyakarta","Sleman","Moyudan","Moyudan, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55563, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kota","Rancasari","Rancasari, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"JABODETABEK","Banten","Tangerang Kota","Jatiuwung","Jatiuwung, Tangerang, Banten, Jawa, Indonesia",""
"","Jawa Barat","Cirebon Kabupaten","Talun","Talun, Cirebon, Jawa Barat 45171, Sampiran, Kabupaten Cirebon, Jawa Barat, Jawa, 45171, Indonesia",""
"JABODETABEK","Banten","Tangerang Kota","Larangan","Larangan, Tangerang, Banten, Jawa, Indonesia",""
"","Daerah Istimewa Yogyakarta","Yogyakarta","Gedong Tengen","MTs. Muhammadiyah Gedong Tengen, Jalan Dagen, Sosromenduran, Gedongtengen, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55271, Indonesia",""
"","Jawa Barat","Tasikmalaya Kabupaten","Jatiwaras","Jatiwaras, Tasikmalaya, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Semarang","","Kota Semarang, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Lamongan","Sugio","Sugio, Lamongan, Jawa Timur, Jawa, Indonesia",""
"","Banten","Pandeglang","Pulosari","Pulosari, Pandeglang, Banten, Jawa, 42271, Indonesia",""
"","Sulawesi Utara","Minahasa Utara","Airmadidi","Airmadidi, Minahasa Utara, Sulawesi Utara, Sulawesi, 95371, Indonesia",""
"","Jawa Tengah","Jepara","Batealit","Batealit, Jepara, Jawa Tengah, Jawa, 59427, Indonesia",""
"","Lampung","Pringsewu","Gading Rejo","Gading Rejo, Pringsewu, Lampung, Sumatera, 35371, Indonesia",""
"","Sulawesi Tengah","Morowali","","Morowali, Sulawesi Tengah, Sulawesi, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Cipatat","Cipatat, Bandung Barat, Jawa Barat, Jawa, 40554, Indonesia",""
"","Papua Barat Daya","Sorong","Sorong","PLTD Kota Sorong, Klaligi, Sorong, Papua Barat Daya, Western New Guinea, Indonesia",""
"","Nusa Tenggara Barat","Lombok Timur","Suela","Kecamatan Suela, Lombok Timur, Nusa Tenggara Barat, Nusa Tenggara, 83657, Indonesia",""
"","Jawa Timur","Probolinggo Kabupaten","Tongas","Tongas, Jalan Tol Pasuruan–Probolinggo, Wringinanom, Probolinggo, Jawa Timur, Jawa, Indonesia",""
"","Bengkulu","Rejang Lebong","","Rejang Lebong, Bengkulu, Sumatera, Indonesia",""
"","Jawa Tengah","Jepara","Pecangan","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Pecangan%2C+Jepara%2C+Jawa+Tengah","not_found"
"","Riau","Kampar","Tambang","Tambang, Kampar, Riau, Sumatera, Indonesia",""
"","Nusa Tenggara Barat","Bima","Palibelo","Kecamatan Palibelo, Bima, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",""
"JABODETABEK","Banten","Tangerang Kabupaten","","Kabupaten Tangerang, Banten, Jawa, Indonesia",""
"","Nusa Tenggara Barat","Lombok Tengah","Praya Barat Daya","Kecamatan Praya Barat Daya, Lombok Tengah, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",""
"","Jawa Barat","Bekasi","Bekasi Utara","KPP Pratama Bekasi Utara, Rawasemut, Margahayu, Bekasi, Jawa Barat, Jawa, Indonesia",""
"","Kalimantan Selatan","Tanah Laut","Kintap","Kintap, Tanah Laut, Kalimantan Selatan, Indonesia",""
"","DKI Jakarta","Jakarta Selatan","Pancoran","Pancoran, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Barat","Bekasi Kota","Jatisampurna","Jatisampurna, Bekasi, Jawa Barat, Jawa, 17433, Indonesia",""
"","Jawa Barat","Bandung Kabupaten","Katapang","Katapang, Kabupaten Bandung, Jawa Barat, Jawa, 40921, Indonesia",""
"","Jawa Timur","Mojokerto Kabupaten","Kemlagi","Kemlagi, Mojokerto, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Jember","Sukorambi","Sukorambi, Jember, Jawa Timur, Jawa, 68133, Indonesia",""
"","Banten","Tangerang Kabupaten","Sukadiri","Sukadiri, Kabupaten Tangerang, Banten, Jawa, Indonesia",""
"","Jawa Timur","Pasuruan Kabupaten","Kraton","Kantor Kecamatan Kraton Pasuruan, Tambakrejo, Pasuruan, Jawa Timur, Jawa, 67131, Indonesia",""
"","Jawa Tengah","Karanganyar","Jumapolo","Jumapolo, Karanganyar, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Tengah","Kendal","Ringinarum","Ringinarum, Kendal, Jawa Tengah, Jawa, 51356, Indonesia",""
"","Jawa Barat","Purwakarta","Sukatani","Sukatani, Jalan Raya Bandung - Purwakarta, Sukatani, Purwakarta, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Kediri Kabupaten","Mojo","Mojo, Kabupaten Kediri, Jawa Timur, Jawa, Indonesia",""
"","Kalimantan Tengah","Palangka Raya","Jekan Raya","Kantor Kecamatan Jekan Raya, Jalan Simpei Karuhei, Palangka Raya, Kalimantan Tengah, 73112, Indonesia",""
"","Aceh","Banda Aceh","Baiturrahman","Baiturrahman, Banda Aceh, Aceh, Sumatera, Indonesia",""
"","Jawa Tengah","Semarang Kabupaten","Suruh","Suruh, Kabupaten Semarang, Jawa Tengah, Jawa, 50775, Indonesia",""
"","Jawa Tengah","Kendal","Limbangan","Limbangan, Kendal, Jawa Tengah, Jawa, 51381, Indonesia",""
"","Sumatera Utara","Langkat","Wampu","Sei Wampu, Langkat, Sumatera Utara, Sumatera, Indonesia",""
"","Kepulauan Bangka Belitung","Pangkalpinang","Gerunggang","Polsek Gerunggang, Jalan Kampung Melayu, Tua Tunu, Pangkalpinang, Kepulauan Bangka Belitung, Sumatera, 33125, Indonesia",""
"","Jawa Timur","Nganjuk","Ngronggot","Ngronggot, Nganjuk, Jawa Timur, Jawa, 64395, Indonesia",""
"JABODETABEK","Banten","Tangerang","Teluknaga","Teluknaga, Kabupaten Tangerang, Banten, Jawa, 15510, Indonesia",""
"","Jawa Timur","Probolinggo Kabupaten","Sukapura","Sukapura, Probolinggo, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Purbalingga","Rembang","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Rembang%2C+Purbalingga%2C+Jawa+Tengah","not_found"
"","Nusa Tenggara Timur","Manggarai","Langkerembong","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Langkerembong%2C+Manggarai%2C+Nusa+Tenggara+Timur","not_found"
"","Jawa Barat","Garut","Bungbulang","Bungbulang, Garut, Jawa Barat, Jawa, 44165, Indonesia",""
"","Aceh","Aceh Utara","Samudera","SMA Negeri 1 Samudera, Jalan Raya Medan Banda Aceh, Blang Mangat, Matang Ulim, Syamtalira, Aceh Utara, Aceh, Sumatera, Indonesia",""
"","Bengkulu","Bengkulu Utara","Pinang Raya","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Pinang+Raya%2C+Bengkulu+Utara%2C+Bengkulu","not_found"
"","Jawa Timur","Tulungagung","Besuki","Besuki, Tulungagung, Jawa Timur, Jawa, 66274, Indonesia",""
"","Lampung","Pesawaran","Way Lima","Way Harong, Pesawaran, Lampung, Sumatera, Indonesia",""
"","Jawa Timur","Jember","Wuluhan","Wuluhan, Jember, Jawa Timur, Jawa, Indonesia",""
"","Sumatera Utara","Tapanuli Utara","Muara","Muara, Tapanuli Utara, Sumatera Utara, Sumatera, Indonesia",""
"","Jawa Barat","Sumedang","Conggeang","Conggeang Kulon, Sumedang, Jawa Barat, Jawa, Indonesia",""
"","Sumatera Utara","Langkat","","Langkat, Sumatera Utara, Sumatera, Indonesia",""
"","Nusa Tenggara Timur","Sumba Barat Daya","Wewewa Timur","SMPN. 1 Wewewa Utara, jalan pegerasan, Mali Mada, Sumba Barat Daya, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",""
"","Nusa Tenggara Barat","Sumbawa","Buer","Puskesmas Buer, Jalan Raya Tano, Kecamatan Alas, Sumbawa, Nusa Tenggara Barat, Nusa Tenggara, 84353, Indonesia",""
"","Jawa Timur","Jember","Jenggawah","Jenggawah, Jember, Jawa Timur, Jawa, 68171, Indonesia",""
"","Jawa Tengah","Klaten","Delanggu","Delanggu, Klaten, Jawa Tengah, Jawa, 57471, Indonesia",""
"JABODETABEK","Banten","Tangerang Kota","Tangerang","Tangerang, Jalan Kiasnawi, Sukarasa, Tangerang, Banten, Jawa, 15520, Indonesia",""
"","DKI Jakarta","Jakarta Timur","Jatinegara","Jatinegara, Jalan Pisangan Baru Selatan, RW 08, Pisangan Baru, Matraman, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13110, Indonesia",""
"","Jawa Tengah","Semarang","Banyumanik","Banyumanik, Kota Semarang, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Barat","Kuningan","Ciawigebang","Ciawigebang, Kuningan, Jawa Barat, Jawa, 45573, Indonesia",""
"","Jawa Tengah","Tegal Kabupaten","Tarub","Tarub, Tegal, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Barat","Ciamis","Cimaragas","Cimaragas, Ciamis, Jawa Barat, Jawa, 46281, Indonesia",""
"","Jawa Timur","Pamekasan","Tlanakan","Tlanakan, Pamekasan, Jawa Timur, Jawa, 69371, Indonesia",""
"","Sulawesi Utara","Manado","Paal Dua","Paal Dua, Manado, Sulawesi Utara, Sulawesi, 95127, Indonesia",""
"","Jawa Timur","Jember","Rambipuji","Rambipuji, 3, Rambipuji, Jember, Jawa Timur, Jawa, 68152, Indonesia",""
"","Daerah Istimewa Yogyakarta","Kulon Progo","Kalibawang","Kalibawang, Kulon Progo, Daerah Istimewa Yogyakarta, Jawa, 55672, Indonesia",""
"","Jawa Barat","Cirebon Kabupaten","Ciledug","Ciledug, Gang Rasad, Leuweunggajah, Kabupaten Cirebon, Jawa Barat, Jawa, 45188, Indonesia",""
"","Jawa Timur","Jombang","Plandaan","Plandaan, Jombang, Jawa Timur, Jawa, 61456, Indonesia",""
"","Jawa Tengah","Kebumen","Gombong","Gombong, Jalan Stasiun, Wonokriyo, Kebumen, Jawa Tengah, Jawa, 54413, Indonesia",""
"","Jawa Tengah","Boyolali","Cepogo","Cepogo, Boyolali, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Timur","Probolinggo","","Kota Probolinggo, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Kediri Kabupaten","Puncu","Puncu, Kabupaten Kediri, Jawa Timur, Jawa, 64292, Indonesia",""
"","Jawa Tengah","Pati","Tlogowungu","Tlogowungu, Pati, Jawa Tengah, Jawa, 59161, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Johar Baru","Johar Baru, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Tengah","Kendal","Kangkung","Kangkung, Kendal, Jawa Tengah, Jawa, 51353, Indonesia",""
"","Jawa Tengah","Kendal","Weleri","Weleri, Jalan Utama, Tegalsari, Weleri, Kendal, Jawa Tengah, Jawa, 51355, Indonesia",""
"","Jawa Barat","Garut","Karangtengah","Karangtengah, Garut, Jawa Barat, Jawa, Indonesia",""
"","Jawa Timur","Bojonegoro","Bubulan","Bubulan, Bojonegoro, Jawa Timur, Jawa, 62172, Indonesia",""
"","Jawa Timur","Bojonegoro","Sumberejo","Sumberejo, Malo, Bojonegoro, Jawa Timur, Jawa, Indonesia",""
"","Jawa Timur","Pacitan","Pringkuku","Pringkuku, Pacitan, Jawa Timur, Jawa, 63514, Indonesia",""
"","Jawa Timur","Surabaya","Sukolilo","Sukolilo, Surabaya ꦱꦸꦫꦧꦪ, Jawa Timur, Jawa, Indonesia",""
"","Daerah Istimewa Yogyakarta","Sleman","Depok","Depok, Sleman, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Jawa Timur","Surabaya","Pabean Cantian","Pabean Cantian, Surabaya ꦱꦸꦫꦧꦪ, Jawa Timur, Jawa, Indonesia",""
"JABODETABEK","Banten","Tangerang Kabupaten","Cikupa","Cikupa, Kabupaten Tangerang, Banten, Jawa, 15710, Indonesia",""
"","Jawa Barat","Purwakarta","Babakancikao","Babakancikao, Purwakarta, Jawa Barat, Jawa, 41152, Indonesia",""
"","Daerah Istimewa Yogyakarta","Bantul","Imogiri","Imogiri, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55782, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Timur","Makasar","Makasar, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Ciseeng","Ciseeng, Kab Bogor, Jawa Barat, Jawa, 16120, Indonesia",""
"","Kalimantan Timur","Balikpapan","Balikpapan Utara","Balikpapan Utara, Balikpapan, Kalimantan Timur, Indonesia",""
"","Jawa Timur","Malang Kabupaten","Ampelgading","Ampelgading, Kabupaten Malang, Jawa Timur, Jawa, Indonesia",""
"","Jawa Tengah","Karanganyar","Jumantono","Jumantono, Karanganyar, Jawa Tengah, Jawa, 57781, Indonesia",""
"","Jawa Tengah","Banyumas","Purwojati","Purwojati, Banyumas, Jawa Tengah, Jawa, Indonesia",""
"","Kepulauan Bangka Belitung","Bangka Tengah","Pangkalan Baru","SD Negeri 12 Pangkalan Baru, Jalan Konghin, Bangka Tengah, Kepulauan Bangka Belitung, Sumatera, 33173, Indonesia",""
"","Nusa Tenggara Barat","Lombok Barat","Gerung","Gerung, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, 83363, Indonesia",""
"","Jawa Timur","Pamekasan","Waru","Waru, Pamekasan, Jawa Timur, Jawa, 69356, Indonesia",""
"","Jawa Timur","Probolinggo Kabupaten","Besuk","Besuk, Probolinggo, Jawa Timur, Jawa, 67273, Indonesia",""
"","Jawa Barat","Cirebon Kabupaten","Astanajapura","Astanajapura, Kabupaten Cirebon, Jawa Barat, Jawa, 45181, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Bandung Kulon","Bandung Kulon, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Tengah","Magelang Kabupaten","Grabag","Grabag, Magelang, Jawa Tengah, Jawa, Indonesia",""
"","Sumatera Utara","Deli Serdang","Biru-Biru","Biru-Biru, Deli Serdang, Sumatera Utara, Sumatera, Indonesia",""
"","Papua Barat Daya","Raja Ampat","Waigeo Selatan","Pulau Waigeo, Raja Ampat, Papua Barat Daya, Western New Guinea, 98482, Indonesia","without_Selatan"
"","Jawa Tengah","Banjarnegara","Pagedongan","Pagedongan, Banjarnegara, Jawa Tengah, Jawa, 53415, Indonesia",""
"","Jawa Barat","Majalengka","Lemahsugih","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Lemahsugih%2C+Majalengka%2C+Jawa+Barat","not_found"
"","Nusa Tenggara Timur","Manggarai Timur","Kotakomba","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Kotakomba%2C+Manggarai+Timur%2C+Nusa+Tenggara+Timur","not_found"
"","Jawa Timur","Jombang","Megaluh","Megaluh, Jombang, Jawa Timur, Jawa, 61456, Indonesia",""
"","Nusa Tenggara Timur","Sumba Barat","Lamboya","Jalan Lamboya, Kampung Wailiang, Wilayah Kelurahan Maliti, Sumba Barat, Nusa Tenggara Timur, Nusa Tenggara, 87212, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung Kabupaten","Pameungpeuk","Pameungpeuk, Kabupaten Bandung, Jawa Barat, Jawa, 40377, Indonesia",""
"","Jawa Timur","Sidoarjo","Sukodono","Sukodono, Sidoarjo, Jawa Timur, Jawa, 61258, Indonesia",""
"","Jawa Barat","Bandung Kota","Cibeunying Kaler","Cibeunying Kaler, Kota Bandung, Jawa Barat, Jawa, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Babakan Madang","Babakan Madang, Kab Bogor, Jawa Barat, Jawa, Indonesia",""
"","DKI Jakarta","Jakarta Barat","Kembangan","Kembangan, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Timur","Lamongan","Lamongan","Lamongan, Jalan Panglima Sudirman, Dapur, Lamongan, Jawa Timur, Jawa, 62211, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Tajur Halang","Tajur Halang, Tajurhalang, Kab Bogor, Jawa Barat, Jawa, 16923, Indonesia",""
"","Jawa Barat","Garut","Cibiuk","Cibiuk, Garut, Jawa Barat, Jawa, Indonesia",""
"JABODETABEK","Banten","Tangerang Kabupaten","Solear","Solear, Kabupaten Tangerang, Banten, Jawa, 15370, Indonesia",""
"","Bengkulu","Bengkulu","Selebar","Selebar, Seluma, Bengkulu, Sumatera, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta Barat","Grogol Petamburan","Grogol Petamburan, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Tengah","Banyumas","Purwokerto Timur","Polisi Purwokerto Timur, Jalan Jenderal Gatot Subroto, Jatiwinangun, Purwokerto, Banyumas, Jawa Tengah, Jawa, 53114, Indonesia",""
"","Lampung","Mesuji","Mesuji","Mesuji, Lampung, Sumatera, Indonesia",""
"","Jawa Tengah","Sukoharjo","Bendosari","Bendosari, Sukoharjo, Jawa Tengah, Jawa, 57513, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Duren Sawit","Duren Sawit, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Jawa Barat","Bogor Kabupaten","Tenjo","Tenjo, Jalan Raya Jasinga Tenjo, Tenjo, Kab Bogor, Jawa Barat, Jawa, 15370, Indonesia",""
"","Jawa Tengah","Salatiga","Tingkir","Tingkir, Salatiga, Jawa Tengah, Jawa, 50741, Indonesia",""
"","Kalimantan Selatan","Banjar","Kertak Hanyar","Kertak Hanyar II, Banjar, Kalimantan Selatan, 70654, Indonesia",""
"JABODETABEK","DKI Jakarta","Jakarta","Setia Budi","Waduk Setia Budi Timur, Guntur, Setiabudi, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","Aceh","Aceh Tengah","","Aceh Tengah, Aceh, Sumatera, Indonesia",""
"","Jawa Tengah","Jepara","Mlonggo","Mlonggo, Jepara, Jawa Tengah, Jawa, 59452, Indonesia",""
"","Jawa Timur","Bojonegoro","Kalitidu","Kalitidu, Bojonegoro, Jawa Timur, Jawa, 62152, Indonesia",""
"JABODETABEK","Banten","Tangerang","Ciputat Timur","Ciputat Timur, Tangerang Selatan, Banten, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Cileunyi","Jawa Barat, Jalan Raya Cibiru, Cipadung Kidul, Panyileukan, Cinunuk, Kabupaten Bandung, Jawa Barat, Jawa, 40626, Indonesia",""
"","Jawa Tengah","Blora","Jiken","Jiken, Blora, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Tengah","Demak","Karangawen","Karangawen, Demak, Jawa Tengah, Jawa, 59566, Indonesia",""
"","Kepulauan Riau","Karimun","","Karimun, Kepulauan Riau, Sumatera, Indonesia",""
"","Jawa Barat","Subang","","Subang, Jawa Barat, Jawa, Indonesia",""
"","Daerah Istimewa Yogyakarta","Gunung Kidul","Paliyan","Paliyan, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, Jawa, Indonesia",""
"","Kalimantan Barat","Landak","Sebangki","Sebangki, Landak, Kalimantan Barat, Indonesia",""
"","Sumatera Utara","Humbang Hasundutan","Doloksanggul","SMP Negeri 1 Doloksanggul, Jalan Sidikalang–Dolok Sanggul, Dolok Sanggul, Humbang Hasundutan, Sumatera Utara, Sumatera, 22457, Indonesia",""
"","Jawa Barat","Indramayu","Karangampel","Karangampel, Indramayu, Jawa Barat, Jawa, Indonesia",""
"","Kalimantan Tengah","Kotawaringin Timur","Kota Besi","Kota Besi Hulu, Kotawaringin Timur, Kalimantan Tengah, 74353, Indonesia",""
"","Jawa Timur","Bondowoso","Tamanan","Tamanan, Bondowoso, Jawa Timur, Jawa, 68263, Indonesia",""
"","Kalimantan Barat","Singkawang","Singkawang Selatan","Singkawang Selatan, Singkawang, Kalimantan Barat, 79163, Indonesia",""
"","Jawa Tengah","Grobogan","Kradenan","Kradenan, 138, Kalisari, Grobogan, Jawa Tengah, Jawa, Indonesia",""
"","Nusa Tenggara Timur","Sumba Barat","Loli","SMPN 2 Loli, Jalan Lintas Sumba, Sawah Penduduk, Umbu Riri, Sumba Barat, Nusa Tenggara Timur, Nusa Tenggara, 87211, Indonesia",""
"","Jawa Tengah","Blora","Banjarejo","Banjarejo, Blora, Jawa Tengah, Jawa, Indonesia",""
"","Jawa Barat","Kuningan","Japara","Japara, Kuningan, Jawa Barat, Jawa, 45556, Indonesia",""
"","Banten","Lebak","Cijaku","Cijaku, Lebak, Banten, Jawa, Indonesia",""
"JABODETABEK","Banten","Tangerang","Legok","Legok, Kabupaten Tangerang, Banten, Jawa, 15820, Indonesia",""
"","Jawa Tengah","Klaten","Klatentengah","http://nominatim.mad.mitulagroup.net/id/ui/search.html?q=Klatentengah%2C+Klaten%2C+Jawa+Tengah","not_found"
"","Gorontalo","Bone Bolango","","Bone Bolango, Gorontalo, Sulawesi, Indonesia",""
"","Sumatera Selatan","Banyu Asin","Banyuasin I","Babat Banyuasin, Babat Supat, Musi Banyuasin, Sumatera Selatan, Sumatera, Indonesia",""
"","DKI Jakarta","Jakarta Pusat","Kemayoran","Kemayoran, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"","DKI Jakarta","Jakarta Barat","Kebon Jeruk","Kebon Jeruk, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Parongpong","SMK Bina Essa Parongpong, Jalan Haji Hamim, Sariwangi, Bandung Barat, Jawa Barat, Jawa, 40513, Indonesia",""
"","Jawa Timur","Bangkalan","Burneh","Burneh, Bangkalan, Jawa Timur, Jawa, 69116, Indonesia",""
"","Jawa Tengah","Sragen","Sidoharjo","Sidoharjo, Sragen, Jawa Tengah, Jawa, 57213, Indonesia",""
"","Jawa Barat","Bandung Kota","Cibiru","Jawa Barat, Jalan Raya Cibiru, Cipadung Kidul, Panyileukan, Cinunuk, Kabupaten Bandung, Jawa Barat, Jawa, 40626, Indonesia",""
"JABODETABEK","Jawa Barat","Bogor Kota","Bogor Selatan","Bogor Selatan, Bogor, Jawa Barat, Jawa, Indonesia",""
"","Banten","Tangerang Kota","Cibodas","Cibodas, Tangerang, Banten, Jawa, Indonesia",""
"Bandung Raya","Jawa Barat","Bandung","Arcamanik","Arcamanik, Kota Bandung, Jawa Barat, Jawa, 40293, Indonesia",""
"JABODETABEK","Banten","Tangerang Kabupaten","Balaraja","Balaraja, Kabupaten Tangerang, Banten, Jawa, Indonesia",""
